"e1d40dab-44cd-466d-9e03-2d9913294b32","citno","ˈʃitno","gismu","<u class=""se_basna"" title=""アクセント"">ci</u>tno","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (基準)において若い","時間的に浅いこと。","<li>若い</li>","<li class=""cimei-lerfu"">cit</li><li class=""cimei-lerfu"">ci'o</li><li class=""vomei-lerfu"">citn</li>","<li>&lt;嫉妬に呑まれる&gt;</li>","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/cnino"" title=""x1 は x2 (者)にとって、 x3 (性質)・ x4 (基準)に関して新しい""><u class=""se_basna"">cni</u>no</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/slabu"" title=""x1 は x2 (者)にとって x3 (性質)の点で x4 (観点)から判断してなじみがある""><u class=""se_basna"">sla</u>bu</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/verba"" title=""x1 は x2 (年齢)の、 x3 (観点)での子供""><u class=""se_basna"">ve</u>rba</a></li>","","C1::ペア・ワード","[sound:citno.flac]"
"fb0a1ce0-094c-44ac-a127-45128f8e31ee ","laldo","'laldo","experimental-gismu","<u class=""se_basna"" title=""アクセント"">la</u>ldo","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (基準)において古い / 高齢 / 年寄り","試験的 gismu。","<li>古い</li>","<li class=""vomei-lerfu"">lald</li>","","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/citno"" title=""x1 は x2 (基準)において若い""><u class=""se_basna"">ci</u>tno</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/cnino"" title=""x1 は x2 (者)にとって、 x3 (性質)・ x4 (基準)に関して新しい""><u class=""se_basna"">cni</u>no</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/slabu"" title=""x1 は x2 (者)にとって x3 (性質)の点で x4 (観点)から判断してなじみがある""><u class=""se_basna"">sla</u>bu</a></li>","","C1::ペア・ワード","[sound:laldo.flac]"
"2215d091-6dc6-4168-93e7-63c7b77d4913","ckiku","ʃˈkiku","gismu","<u class=""se_basna"" title=""アクセント"">cki</u>ku","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (錠)・ <var class=""x3"">x<sub>3</sub></var> (特性)の鍵","「カードキー」も。","<li>鍵</li>","<li class=""cimei-lerfu"">kik</li><li class=""vomei-lerfu"">ckik</li>","","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/stela"" title=""x1 は x2 を x3 (仕組)で封じる錠 / ロック""><u class=""se_basna"">ste</u>la</a></li>","","C1::ペア・ワード","[sound:ckiku.flac]"
"0d80b115-d1e7-4c73-bc34-6660b4c9a4c0","stela","sˈtɛla","gismu","<u class=""se_basna"" title=""アクセント"">ste</u>la","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> を <var class=""x3"">x<sub>3</sub></var> (仕組)で封じる錠 / ロック","","<li>錠</li>","<li class=""cimei-lerfu"">tel</li><li class=""vomei-lerfu"">stel</li>","","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/ckiku"" title=""x1 は x2 (錠)・ x3 (特性)の鍵""><u class=""se_basna"">cki</u>ku</a></li>","","C1::ペア・ワード","[sound:stela.flac]"
"8299ef36-04a8-4e34-83d9-ee46acd08668","ganlo","ˈganlo","gismu","<u class=""se_basna"" title=""アクセント"">ga</u>nlo","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (到達されないもの / 所)にたいして <var class=""x3"">x<sub>3</sub></var> (通過を妨げられているもの)にとって閉まっている; <var class=""x1"">x<sub>1</sub></var> は <var class=""x3"">x<sub>3</sub></var> が <var class=""x2"">x<sub>2</sub></var> へ達することを妨げる","<var class=""x1"">x<sub>1</sub></var> はドアなどのほか、半透膜も。","<li>閉鎖</li>","<li class=""cimei-lerfu"">ga'o</li><li class=""vomei-lerfu"">ganl</li>","","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/kalri"" title=""x1 は x2 (通り抜けた先)へ x3 (通り抜けるもの)にとって開いている""><u class=""se_basna"">ka</u>lri</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/pagre"" title=""x1 は x2 (対象)を x3 (側)へ x4 (側)から通過する / 貫通する / 通り抜ける""><u class=""se_basna"">pa</u>gre</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/canko"" title=""x1 は x2 (壁 / 建物 / 構造)の窓 / 門 / 入口 / 出口 / 玄関""><u class=""se_basna"">ca</u>nko</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/vorme"" title=""x1 は x2 ・ x3 間の、 x4 (構造体)の扉 / 戸口 / 出入口 / 門戸 / ドア""><u class=""se_basna"">vo</u>rme</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/zunti"" title=""x1 (事)は x2 (事)に、 x3 (性質)に関して干渉する / わりこむ""><u class=""se_basna"">zu</u>nti</a></li>","","C1::ペア・ワード","[sound:ganlo.flac]"
"61c3d804-cdd4-4dd5-8dd4-47ed862b889e","kalri","ˈkalri","gismu","<u class=""se_basna"" title=""アクセント"">ka</u>lri","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (通り抜けた先)へ <var class=""x3"">x<sub>3</sub></var> (通り抜けるもの)にとって開いている","","<li>開く</li>","<li class=""cimei-lerfu"">kar</li><li class=""vomei-lerfu"">kalr</li>","","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/ganlo"" title=""x1 は x2 (到達されないもの / 所)にたいして x3 (通過を妨げられているもの)にとって閉まっている; x1 は x3 が x2 へ達することを妨げる""><u class=""se_basna"">ga</u>nlo</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/pagre"" title=""x1 は x2 (対象)を x3 (側)へ x4 (側)から通過する / 貫通する / 通り抜ける""><u class=""se_basna"">pa</u>gre</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/canko"" title=""x1 は x2 (壁 / 建物 / 構造)の窓 / 門 / 入口 / 出口 / 玄関""><u class=""se_basna"">ca</u>nko</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/vorme"" title=""x1 は x2 ・ x3 間の、 x4 (構造体)の扉 / 戸口 / 出入口 / 門戸 / ドア""><u class=""se_basna"">vo</u>rme</a></li>","","C1::ペア・ワード","[sound:kalri.flac]"
"f1161689-9009-4142-9c73-908917c16e20","cnino","ʃˈnino","gismu","<u class=""se_basna"" title=""アクセント"">cni</u>no","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (者)にとって、 <var class=""x3"">x<sub>3</sub></var> (性質)・ <var class=""x4"">x<sub>4</sub></var> (基準)に関して新しい","","<li>新しい</li>","<li class=""cimei-lerfu"">nin</li><li class=""cimei-lerfu"">ni'o</li><li class=""vomei-lerfu"">cnin</li>","","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/nuzba"" title=""x1 は x2 (題目)・ x3 (情報源)の、 x4 (聴衆)へのニュース / 新報""><u class=""se_basna"">nu</u>zba</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/slabu"" title=""x1 は x2 (者)にとって x3 (性質)の点で x4 (観点)から判断してなじみがある""><u class=""se_basna"">sla</u>bu</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/citno"" title=""x1 は x2 (基準)において若い""><u class=""se_basna"">ci</u>tno</a></li><li><a class=""cmavo"" href=""https://jbovlaste.lojban.org/dict/se"" title=""x1-x2 転換 : selbri の左に付いてPSの x1 と x2 を転換する"">se</a> <a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/djuno"" title=""x1 は x2 (命題)・ x3 (題目)を x4 (認識体系)で知る""><u class=""se_basna"">dju</u>no</a></li>","","C1::ペア・ワード","[sound:cnino.flac]"
"4a67e1d4-abb6-4c2c-88ea-6ca46878fe02","slabu","'slabu","gismu","<u class=""se_basna"" title=""アクセント"">sla</u>bu","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (者)にとって <var class=""x3"">x<sub>3</sub></var> (性質)の点で <var class=""x4"">x<sub>4</sub></var> (観点)から判断してなじみがある","","","<li class=""cimei-lerfu"">s<u class=""relkarsna"">au</u></li><li class=""vomei-lerfu"">slab</li>","","<li><a class=""lujvo"" href=""https://jbovlaste.lojban.org/dict/tolni'o"">to<u class=""se_basna"">lni</u>'o</a></li>","","C1::ペア・ワード","[sound:slabu.flac]"
"d1f24c9d-b932-4b04-ab20-e6796306258b","pluja","pˈluʒa","gismu","<u class=""se_basna"" title=""アクセント"">plu</u>ja","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (性質)が <var class=""x3"">x<sub>3</sub></var> (基準)において複雑 / 煩雑","","<li>複雑</li>","<li class=""cimei-lerfu"">luj</li><li class=""vomei-lerfu"">pluj</li>","<li>複雑ぷるぷるじゃ</li>","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/cfipu"" title=""x1 (事)は x2 (観者)にとって x3 (性質)の点で紛らわしい / 混乱をまねく""><u class=""se_basna"">cfi</u>pu</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/banli"" title=""x1 は x2 (性質)に関して x3 (基準)で偉大 / 壮大 / 尊大""><u class=""se_basna"">ba</u>nli</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/sampu"" title=""x1 は x2 (性質)に関して簡単 / 単純""><u class=""se_basna"">sa</u>mpu</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/jgena"" title=""x1 は x2 (物)の(間の)結び目 / もつれ / こぶ""><u class=""se_basna"">jge</u>na</a></li>","","C1::ペア・ワード","[sound:pluja.flac]"
"298df830-e203-490d-88d7-29b38acf852c","sampu","ˈsampu","gismu","<u class=""se_basna"" title=""アクセント"">sa</u>mpu","<var class=""x1"">x<sub>1</sub></var> は <var class=""x2"">x<sub>2</sub></var> (性質)に関して簡単 / 単純","","<li>簡単</li>","<li class=""cimei-lerfu"">sap</li><li class=""vomei-lerfu"">samp</li>","<li>簡単サムプル</li>","<li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/pluja"" title=""x1 は x2 (性質)が x3 (基準)において複雑 / 煩雑""><u class=""se_basna"">plu</u>ja</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/curve"" title=""x1 は x2 (性質)に関して純粋""><u class=""se_basna"">cu</u>rve</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/frili"" title=""x1 (事)は x2 (者)にとって x3 (条件)において簡単 / 容易; x2 は x1 をた易くこなす""><u class=""se_basna"">fri</u>li</a></li><li><a class=""gismu"" href=""https://jbovlaste.lojban.org/dict/manfo"" title=""x1 (物 / 事)は x2 (性質)の点で均一 / 一様 / 同形 / 相同; x1 にはむらが無い""><u class=""se_basna"">ma</u>nfo</a></li>","","C1::ペア・ワード","[sound:sampu.flac]"
